Date,Close,High,Low,Open,Volume,Return,Market_Return,Excess_Return,Corr_30,Beta_30,Sector_Return,Excess_Return_sector,Corr_30_sector,Beta_30_sector
2020-01-02,67.811767578125,67.84995201011368,66.53127996922048,66.53127996922048,28132000,0.02269972576045265,,,,,0.01876299151761951,0.00393673424283314,,
2020-01-03,67.47899627685547,68.06617839515248,66.72935249353212,66.8442084789888,23728000,-0.004907279564511424,-0.00757221859844015,0.002664939033928726,,,-0.01124335233803997,0.006336072773528545,,
2020-01-06,69.14283752441406,69.25639950037348,66.95033541842346,66.95033541842346,34646000,0.024657172444179754,0.003814945645830514,0.02084222679834924,,,0.0023823902509383377,0.022274782193241416,,
2020-01-07,69.09969329833984,69.57826242832621,68.95289587649035,69.32782371106713,30054000,-0.0006239869177915303,-0.0028116702632323687,0.0021876833454408384,,,-0.00043193511444150623,-0.00019205180335002403,,
2020-01-08,69.64423370361328,70.00427676133661,68.97571852152763,69.03721014361005,30560000,0.007880503939755146,0.005329622300374703,0.0025508816393804423,,,0.01070050523603605,-0.002820001296280905,,
2020-01-09,70.41342163085938,70.7853680299881,69.93930953481828,70.45012288484241,30018000,0.011044531418344716,0.006780676324733781,0.004263855093610935,,,0.011335530942765182,-0.0002909995244204655,,
2020-01-10,70.90438079833984,71.16221273646424,70.34001398848667,70.79675912001144,36414000,0.006972522512175505,-0.002877926392250929,0.009850448904426434,,,-0.0023261273924456427,0.009298649904621148,,
2020-01-13,71.3755111694336,71.43948484872311,70.7203901217484,71.22177456327726,33046000,0.006644587623347187,0.006877348297682051,-0.00023276067433486425,,,0.012506682402754876,-0.005862094779407689,,
2020-01-14,70.9614028930664,71.50295435453444,70.8369289185022,71.3645944450608,31178000,-0.0058018257184059285,-0.001524551700256449,-0.0042772740181494795,,,-0.004710612255983904,-0.0010912134624220249,,
2020-01-15,71.3740234375,71.48287858482847,70.92818272042308,70.92818272042308,25654000,0.005814717967954852,0.0022596555576257504,0.0035550624103291018,,,0.0011568671466544167,0.0046578508213004355,,
2020-01-16,71.99392700195312,72.00831237664282,71.45931471837719,71.78266404004518,23474000,0.008685282608398293,0.008318475771434741,0.0003668068369635513,,,0.013446785097346314,-0.004761502488948022,,
2020-01-17,73.41675567626953,73.46163714237612,72.31728461657924,72.54987216374698,47924000,0.019763176333995602,0.003112512788494559,0.016650663545501043,,,0.006737687098530287,0.013025489235465315,,
2020-01-21,73.6156234741211,73.98508776363148,72.96099425986245,73.35377330187121,40734000,0.0027087521917812385,-0.001958245891636401,0.0046669980834176394,,,-0.00041190286801007225,0.0031206550597913107,,
