Date,Close,High,Low,Open,Volume,Return,Market_Return,Excess_Return,Corr_30,Beta_30,Sector_Return,Excess_Return_sector,Corr_30_sector,Beta_30_sector
2020-01-02,72.4005355834961,72.46079905454006,71.15669665838297,71.40980029421532,135480400,0.022816687666186386,,,,,0.01876299151761951,0.0040536961485668765,,
2020-01-03,71.6966552734375,72.45597354015936,71.47247692584565,71.62916047987068,146322800,-0.009722031810757037,-0.00757221859844015,-0.0021498132123168867,,,-0.01124335233803997,0.0015213205272829322,,
2020-01-06,72.26792907714844,72.30649856939735,70.5685026643333,70.81920068576198,118387200,0.007967928232247568,0.003814945645830514,0.004152982586417053,,,0.0023823902509383377,0.00558553798130923,,
2020-01-07,71.92805480957031,72.53309491165653,71.70869494472285,72.2775784441153,108872000,-0.004702975052949143,-0.0028116702632323687,-0.0018913047897167745,,,-0.00043193511444150623,-0.004271039938507637,,
2020-01-08,73.0851058959961,73.38642316119072,71.63155170295238,71.63155170295238,132079200,0.01608622796055137,0.005329622300374703,0.010756605660176666,,,0.01070050523603605,0.005385722724515318,,
2020-01-09,74.63749694824219,74.83033706552648,73.81068409472688,74.06137477592067,170108400,0.021240867523065976,0.006780676324733781,0.014460191198332195,,,0.011335530942765182,0.009905336580300794,,
2020-01-10,74.80622863769531,75.37030104945943,74.30483992947904,74.87131787710281,140644800,0.002260682583850926,-0.002877926392250929,0.005138608976101855,,,-0.0023261273924456427,0.004586809976296569,,
2020-01-13,76.40441131591797,76.43093105955663,75.00388930942306,75.12201067519445,121532000,0.021364299568730427,0.006877348297682051,0.014486951271048376,,,0.012506682402754876,0.008857617165975551,,
2020-01-14,75.37271118164062,76.5514679630278,75.24977872842311,76.34175230410106,161954400,-0.013503148790865671,-0.001524551700256449,-0.011978597090609222,,,-0.004710612255983904,-0.008792536534881767,,
2020-01-15,75.04971313476562,76.05249814521463,74.61822463542303,75.17265296599935,121923600,-0.00428534467994135,0.0022596555576257504,-0.0065450002375671,,,0.0011568671466544167,-0.005442211826595766,,
2020-01-16,75.98980712890625,76.10069718746519,75.23048903454546,75.5920697800867,108829200,0.012526283644182845,0.008318475771434741,0.004207807872748104,,,0.013446785097346314,-0.0009205014531634692,,
2020-01-17,76.83109283447266,76.83349837052724,75.93195936574989,76.23809509330889,137816400,0.01107103356821626,0.003112512788494559,0.0079585207797217,,,0.006737687098530287,0.0043333464696859725,,
2020-01-21,76.31044006347656,76.90101774469748,76.1730375656272,76.45989231459058,110843200,-0.006776589422173185,-0.001958245891636401,-0.004818343530536784,,,-0.00041190286801007225,-0.006364686554163113,,
2020-01-22,76.58282470703125,77.13483282510693,76.48881015774946,76.79494595339592,101832400,0.0035694282896037155,0.00012102844017558567,0.00344839984942813,,,0.0036054697755913967,-3.60414859876812e-05,,
2020-01-23,76.95160675048828,77.03115126719418,76.0886300322076,76.63582686293465,104472000,0.004815466716823424,0.0011467162595399927,0.0036687504572834317,,,0.004721068542353324,9.439817447010057e-05,,
2020-01-24,76.7298355102539,77.93992295405599,76.5394009459346,77.1974804769854,146537600,-0.0028819572403920857,-0.008892960004369121,0.006011002763977036,,,-0.004698884785209634,0.0018169275448175481,,
2020-01-27,74.47357940673828,75.15334557711078,73.49248860994267,74.74114561147599,161940000,-0.029405199274982197,-0.016029504539456063,-0.013375694735526134,,,-0.023812040443828564,-0.005593158831153633,,
2020-01-28,76.58038330078125,76.75152944120848,75.25458738363722,75.35342032568062,162234000,0.028289279377007537,0.010479147173477754,0.017810132203529783,,,0.01913579464882198,0.009153484728185557,,
2020-01-29,78.18338775634766,79.02948893915872,77.46987057591716,78.209907499375,216229200,0.020932311728845132,-0.0008259254399298754,0.021758237168775008,,,0.002579273096316115,0.018353038632529017,,
2020-01-30,78.07008361816406,78.12311574202653,76.83588948795824,77.26737779773116,126743200,-0.0014492098824969712,0.0032451532997694876,-0.004694363182266459,,,0.008643708420302376,-0.010092918302799347,,
2020-01-31,74.60855865478516,77.78323285410741,74.31447274556798,77.36138873428479,199588400,-0.044338686510302816,-0.018157858791045256,-0.02618082771925756,,,-0.027443500266753684,-0.016895186243549132,,
2020-02-03,74.40367126464844,75.56795795185045,72.85128411079334,73.35267280813538,173788400,-0.0027461647005504464,0.007428539960917968,-0.010174704661468414,,,0.01321722025478711,-0.015963384955337556,,
2020-02-04,76.85999298095703,77.0504275114738,75.60169205731341,76.0066606092873,136616400,0.03301344778501103,0.015241337792765819,0.01777210999224521,,,0.026193232326903404,0.006820215458107626,,
2020-02-05,77.48675537109375,78.28464294726993,76.88412080562057,77.98573120045752,118826800,0.008154598586705752,0.011547832845772321,-0.0033932342590665687,,,0.005851430460876328,0.0023031681258294245,,
2020-02-06,78.39311981201172,78.39553270453209,77.19990767879175,77.75674147890366,105425600,0.011697024047235827,0.0033651104856597946,0.008331913561576032,,,0.009127329399479134,0.002569694647756693,,
2020-02-07,77.32755279541016,78.14183107037995,76.8370524098855,77.89295663582978,117684000,-0.013592608881453083,-0.005329683221434678,-0.008262925660018405,,,-0.009144258261082672,-0.0044483506203704115,,
2020-02-10,77.69480895996094,77.69480895996094,75.83429386411699,75.91402717049185,109348800,0.004749357134350873,0.007464986322946787,-0.002715629188595914,,,0.01354220948463114,-0.008792852350280267,,
2020-02-11,77.22605895996094,78.26263625107545,77.0085971005104,78.19015142253798,94323200,-0.006033221604825112,0.0017335076957554207,-0.007766729300580533,,,-0.0033651815018050923,-0.0026680401030200196,,
2020-02-12,79.05999755859375,79.06482742202022,77.67547849475221,77.67547849475221,113730400,0.023747665274278074,0.006442543334962192,0.01730512193931588,,,0.010824437411484089,0.012923227862793984,,
2020-02-13,78.49700164794922,78.82319807398167,78.12973294999506,78.33269781258844,94747600,-0.007121122287251258,-0.001066637030732065,-0.006054485256519193,,,-0.0026526272792328776,-0.0044684950080183805,0.9017267981681089,1.3006047675867152
2020-02-14,78.51634216308594,78.7652165546687,78.00892627887556,78.4655954129786,80113600,0.00024638539983290464,0.0016018121463245993,-0.0013554267464916947,0.8418370234458812,1.8711832610948214,0.004334001293719858,-0.004087615893886953,0.8954555112946945,1.3017838452422632
2020-02-18,77.07865905761719,77.25987847546425,76.01791785904396,76.19913727689102,152531200,-0.018310622551449773,-0.0025770305138997918,-0.01573359203754998,0.8362987167388453,1.9316741729788311,-0.00372701010057086,-0.014583612450878913,0.8926146728306189,1.3500509401878904
2020-02-19,78.19498443603516,78.42453202537972,77.32029972520789,77.32029972520789,93984000,0.014482937197746404,0.004781169256635742,0.009701767941110662,0.8366221593436333,1.9421047272051974,0.011912039136314778,0.0025708980614316257,0.897138158505633,1.352693474207694
2020-02-20,77.39276123046875,78.44383521283203,76.88776405995536,77.95575362250639,100566000,-0.010259266772060571,-0.004108089124351788,-0.006151177647708783,0.8387957695760145,1.952231754949347,-0.010409676404678825,0.00015040963261825357,0.896871648712048,1.329817300400937
